(0.006759322878428983,3.4823668564880755e-19)
(-3.1865234209111438e-06,-5.540194545852702e-06)
(5.7120200365313176e-05,3.7353814473378636e-06)
(-5.064839826418103e-07,-4.162010263813613e-06)
(-0.00011757456998795824,-1.1037105557474375e-06)
(-0.0001862125032652737,-1.2455882768304868e-18)
(0.0001175745699879625,-1.103710555749606e-06)
(-5.064839826403127e-07,4.1620102638128575e-06)
(-5.7120200365311516e-05,3.735381447337621e-06)
(-3.186523420912451e-06,5.540194545857296e-06)
(-4.554956827030446e-06,1.8142321205480087e-06)
(1.7154181946651994e-06,-5.601034731155763e-06)
(7.371608654331084e-06,-2.2753475586405856e-05)
(1.0331103938883328e-06,-3.244466229107006e-06)
(-3.1792208128345812e-06,3.274052575797824e-06)
(3.479971133143652e-06,2.932753848593546e-06)
(-2.0679504823476965e-06,-3.069712911929568e-07)
(7.594048593711729e-06,-3.6372093429790217e-06)
(-1.031418581468344e-05,-5.3571079632894025e-06)
(-2.07252870948752e-06,1.4568348128553104e-07)
(-5.532455454070612e-05,-5.297591716102898e-05)
(1.261883838728679e-05,1.1544564240915634e-05)
(-0.000714172190680381,8.519746721149056e-19)
(-1.2618838387284774e-05,1.1544564240921899e-05)
(-5.532455454070724e-05,5.297591716102821e-05)
(2.0725287094897306e-06,1.4568348128700085e-07)
(-1.0314185814685534e-05,5.357107963287146e-06)
(-7.594048593717331e-06,-3.6372093429784373e-06)
(-2.0679504823440534e-06,3.069712911936575e-07)
(-3.47997113315173e-06,2.9327538485978557e-06)
(-3.1792208128323925e-06,-3.274052575804246e-06)
(-1.0331103938867785e-06,-3.244466229108671e-06)
(7.371608654331031e-06,2.275347558640364e-05)
(-1.7154181946610288e-06,-5.60103473115973e-06)
(-4.5549568270242105e-06,-1.8142321205514383e-06)
(-9.27561343399183e-05,2.8783604566988718e-05)
(9.041178374114074e-06,1.2094211609763252e-05)
(-2.1157072830904228e-05,8.758871958516189e-06)
(-9.546346333919666e-05,-7.869325673731548e-05)
(-4.975571960699825e-06,2.5906258541969486e-05)
(1.3793168181029133e-05,7.5924125019552565e-06)
(-2.334162702703963e-05,9.291688432899845e-05)
(-0.0001488227016532897,0.00015058218705298122)
(2.9255019115484552e-05,2.2531517104655155e-05)
(-4.1505783418659436e-05,4.4815475296243054e-05)
(-0.00028627503899778884,-7.689489740465406e-05)
(1.2791871529669125e-05,5.926678421129692e-05)
(3.90962257524573e-05,2.2470540154593153e-07)
(3.542911820646932e-05,0.00020238205538757314)
(-0.0001466472550824213,0.000293869493178968)
(5.7389518226441423e-05,8.100983290489781e-06)
(-4.595130276329514e-05,9.365436013564058e-05)
(-0.0004653375197144255,-6.032359439903767e-06)
(4.815237813660281e-05,8.77494924416752e-05)
(5.3827011915067536e-05,-1.3946819662594568e-05)
(0.00016291253836819245,0.0002843227298578186)
(-0.0027993516523231866,0.004960683454771)
(0.0010134710609760364,0.00019871320780433444)
(-0.0008076340385160657,0.0015815053796806725)
(-0.008200494029004435,5.94109993925198e-19)
(0.0008076340385160602,0.0015815053796806727)
(0.0010134710609760367,-0.00019871320780432704)
(0.0027993516523231814,0.004960683454770998)
(0.00016291253836819456,-0.0002843227298578195)
(-5.382701191506396e-05,-1.394681966259279e-05)
(4.815237813660689e-05,-8.774949244167704e-05)
(0.000465337519714426,-6.03235943990292e-06)
(-4.5951302763298835e-05,-9.365436013564489e-05)
(-5.7389518226436436e-05,8.100983290494138e-06)
(-0.00014664725508241506,-0.0002938694931789713)
(-3.542911820647567e-05,0.0002023820553875759)
(3.909622575245642e-05,-2.247054015483964e-07)
(-1.2791871529668905e-05,5.926678421129536e-05)
(-0.0002862750389977869,7.689489740465813e-05)
(4.150578341865575e-05,4.481547529624892e-05)
