(0.0068314895402129365,1.10561289586877e-19)
(-3.885840022429568e-06,-5.7441819423523555e-06)
(5.772090861123249e-05,5.241700181208731e-06)
(1.072611193680457e-06,-1.5342744857113844e-06)
(-1.1412264149937623e-05,5.12158012440735e-06)
(-0.00020612184480329687,-5.420915708189554e-19)
(1.1412264149935342e-05,5.121580124406172e-06)
(1.0726111936788037e-06,1.534274485713607e-06)
(-5.772090861123344e-05,5.241700181209666e-06)
(-3.885840022430965e-06,5.744181942352027e-06)
(-1.357862345802216e-05,9.490718644635617e-06)
(6.947021669445929e-06,6.045347205724711e-07)
(8.477712563302417e-06,-2.359546562291616e-05)
(-1.7111381794216785e-07,-3.3985490472823198e-06)
(2.2052201537732193e-06,4.734555494334043e-06)
(1.4428960684492028e-05,-1.3690946105261962e-05)
(-1.2428293049773645e-05,-3.7058029914624187e-06)
(1.515211648924017e-05,-6.714319357981294e-06)
(-1.4419061683421932e-05,1.558804714715261e-06)
(5.851089709275851e-06,-6.488896602332011e-06)
(-3.3686848850751002e-06,-1.285363767190819e-05)
(5.795893118202618e-06,-1.585579393342084e-05)
(-0.0006427560610697925,-8.272842923269605e-19)
(-5.795893118201636e-06,-1.5855793933422636e-05)
(-3.368684885080461e-06,1.2853637671902522e-05)
(-5.851089709295367e-06,-6.488896602337611e-06)
(-1.4419061683423721e-05,-1.5588047147177683e-06)
(-1.5152116489240739e-05,-6.714319357983062e-06)
(-1.2428293049772142e-05,3.7058029914603773e-06)
(-1.4428960684494759e-05,-1.36909461052587e-05)
(2.205220153768476e-06,-4.734555494328161e-06)
(1.71113817941558e-07,-3.398549047281195e-06)
(8.477712563301858e-06,2.3595465622915367e-05)
(-6.947021669447989e-06,6.045347205704969e-07)
(-1.3578623458028421e-05,-9.490718644643077e-06)
(-0.00010203362166882046,2.9110504560337244e-05)
(1.3169978694103106e-05,1.679842024822659e-05)
(-2.3987000927312818e-05,9.774351055949208e-06)
(-9.301981089324686e-05,-7.4357770781694e-05)
(-8.981296877123038e-06,3.166999575726769e-05)
(1.0446895799482757e-05,8.810872438579732e-06)
(-2.6993213447250262e-05,9.648814226549316e-05)
(-0.00015288525228497114,0.00014110714247299853)
(2.2887710747219007e-05,6.821647834127058e-06)
(-4.2760083869606346e-05,4.809076643834448e-05)
(-0.0002859432405025588,-7.163209527532048e-05)
(2.9252458023837266e-06,6.683122775495742e-05)
(3.2599455661709364e-05,6.1266050448013855e-06)
(3.657629450117472e-05,0.0002021152115783208)
(-0.00014095879424155152,0.0003050001002390625)
(4.836807300584142e-05,1.6274602812204227e-05)
(-5.627453148400035e-05,9.36029658303359e-05)
(-0.0004662878603556782,-1.287728920616049e-05)
(6.0764305063493065e-05,9.823802709643415e-05)
(7.590976862144186e-05,-3.288594198301205e-05)
(0.00016512669587366634,0.0002841978658555144)
(-0.00266326183694419,0.0050406951605679795)
(0.0009512515107350964,0.00018704418161915362)
(-0.0007844847163334131,0.0015956267056651055)
(-0.008230815232410904,1.915178206088536e-18)
(0.0007844847163334116,0.0015956267056651)
(0.0009512515107350918,-0.0001870441816191597)
(0.002663261836944189,0.0050406951605679795)
(0.0001651266958736688,-0.00028419786585551915)
(-7.590976862144323e-05,-3.2885941983012495e-05)
(6.0764305063493065e-05,-9.823802709643491e-05)
(0.0004662878603556804,-1.2877289206157061e-05)
(-5.6274531484016936e-05,-9.360296583034353e-05)
(-4.836807300584246e-05,1.627460281220485e-05)
(-0.00014095879424155737,-0.0003050001002390596)
(-3.657629450117048e-05,0.00020211521157832227)
(3.259945566170641e-05,-6.126605044800952e-06)
(-2.92524580238332e-06,6.683122775495976e-05)
(-0.0002859432405025592,7.163209527532172e-05)
(4.276008386960162e-05,4.809076643834077e-05)
