(0.006771227023618135,-8.315267374407875e-20)
(1.5528064680145448e-06,1.6913988015051326e-05)
(5.386737420864442e-05,2.341868866090744e-05)
(-8.410917093110043e-06,1.140489641066742e-05)
(5.983489167007786e-05,-2.364921577539735e-05)
(-0.00024185515624472015,3.0005281499498665e-19)
(-5.9834891670091967e-05,-2.364921577540933e-05)
(-8.410917093109047e-06,-1.1404896410668917e-05)
(-5.386737420865543e-05,2.3418688660905674e-05)
(1.5528064680086664e-06,-1.691398801504962e-05)
(-5.40434054051923e-06,5.35691127034511e-06)
(3.178073968571546e-06,5.684880517884008e-06)
(5.722141259401381e-06,-1.640562932880622e-05)
(-4.373241990859384e-06,9.687862004564568e-06)
(-5.292963770165775e-06,2.6258356386130505e-06)
(3.706720611309147e-06,-1.8845710979419747e-05)
(-3.2137009306508923e-06,-9.522614305671916e-06)
(1.186668059580423e-05,-7.616032651240894e-06)
(-2.757718621283897e-05,8.07173043882876e-06)
(-2.4365129808477377e-05,2.146205417411281e-05)
(4.5537757478562535e-06,5.384691617960491e-05)
(-7.503904380756537e-05,2.818552933806153e-05)
(-0.0007262189414120421,-1.2597305305737533e-18)
(7.503904380756678e-05,2.818552933806282e-05)
(4.553775747855549e-06,-5.3846916179602615e-05)
(2.43651298084802e-05,2.1462054174110773e-05)
(-2.7577186212836546e-05,-8.071730438824346e-06)
(-1.1866680595799026e-05,-7.616032651241027e-06)
(-3.2137009306554528e-06,9.522614305672699e-06)
(-3.7067206113141695e-06,-1.8845710979418256e-05)
(-5.2929637701653074e-06,-2.625835638610916e-06)
(4.373241990860636e-06,9.687862004562531e-06)
(5.722141259403358e-06,1.6405629328806644e-05)
(-3.1780739685697878e-06,5.684880517891593e-06)
(-5.40434054051326e-06,-5.356911270343431e-06)
(-9.172363862582204e-05,3.23451942148891e-05)
(1.9150509831045794e-05,3.11620658832251e-05)
(-7.249857070288994e-06,2.7562509528913434e-05)
(-8.97900319235028e-05,-4.9620323486116186e-05)
(-1.0993822180459356e-05,4.5136549604003e-05)
(1.2758481212165251e-05,1.844865807772704e-05)
(-2.8614431056211552e-05,9.094052679518624e-05)
(-0.00014411363121153616,0.0001410597472026703)
(3.063997292066091e-05,7.992805402111439e-06)
(-3.936437277062994e-05,3.992323628093266e-05)
(-0.00028927660070461765,-9.318797769288921e-05)
(1.805673004905542e-05,6.657666104186732e-05)
(3.7910473782011746e-05,1.8993781640688006e-05)
(3.533659597271976e-05,0.0002105661365001809)
(-0.0001301876837976034,0.00030803650097162934)
(6.23449099818162e-05,2.714598778361573e-05)
