(0.006758846570564302,-4.505643061812497e-09)
(-3.118653625921429e-06,-6.869351593068133e-06)
(5.669788283308788e-05,4.01690364483979e-06)
(-2.7292475050599487e-06,-5.0148936276197654e-06)
(-0.00011837025143425693,1.123946598197774e-06)
(-0.00016371637124496376,-1.0952843826750402e-07)
(0.00011824432721740695,1.4323508041427292e-06)
(-3.1209350599883963e-06,4.928272531178322e-06)
(-5.664466640796816e-05,3.6869269154460502e-06)
(-3.4391127494078953e-06,6.808927024366608e-06)
(-3.578071426439936e-06,1.8306018101742255e-06)
(1.5154973159063014e-06,-5.111302871110589e-06)
(7.287474319748213e-06,-2.2518222996620298e-05)
(1.1655919016892534e-06,-3.635885134076104e-06)
(-2.6977118525701097e-06,2.8291355622194626e-06)
(3.321620048445921e-06,3.2361248233631897e-06)
(-1.525372759308817e-06,-2.296493306706168e-06)
(7.503373108547089e-06,-3.4164603468149822e-06)
(-5.47721181126942e-06,-3.801257294826107e-06)
(-1.9391440437155755e-06,-1.2499182831547538e-07)
(-5.440013860654354e-05,-5.287394600505106e-05)
(1.2380518441157917e-05,1.214753653000987e-05)
(-0.0007185471116550604,2.721352743126869e-08)
(-1.276361674777645e-05,1.1977689545541624e-05)
(-5.446688332643666e-05,5.2660693319248584e-05)
(1.7470717384016697e-06,-2.809122959004811e-07)
(-5.220365926891013e-06,3.970507083012513e-06)
(-7.590638694141224e-06,-3.611447815464352e-06)
(-1.4499875318213e-06,2.1846037104483095e-06)
(-3.107863669387171e-06,3.1927082659336215e-06)
(-2.7200586404461004e-06,-2.815776406699304e-06)
(-1.086313410963977e-06,-3.637204057855346e-06)
(7.1500684214150835e-06,2.2773055666460228e-05)
(-1.4046046660321492e-06,-5.223891239999988e-06)
(-3.642303110329268e-06,-1.861697101420429e-06)
(-9.145907163213716e-05,2.869742916880297e-05)
(9.68827464259721e-06,1.2697866254653804e-05)
(-2.0575062484677153e-05,8.401782607271763e-06)
(-9.820770765057552e-05,-8.022745036118021e-05)
(-5.48761888061362e-06,2.5706390840149223e-05)
(1.4096061513089763e-05,8.044077726758192e-06)
(-2.5015952331913487e-05,9.402059926683053e-05)
(-0.00014854271183876555,0.0001510070456336597)
(3.057915986363653e-05,2.2242169249047308e-05)
(-4.183472459354248e-05,4.441443471030685e-05)
(-0.0002859536104291068,-7.722614803924801e-05)
(1.265868661170566e-05,5.924654037753959e-05)
(3.857690642140941e-05,3.921800417094758e-07)
(3.561168455036814e-05,0.00020238959223187953)
(-0.00014629914519944092,0.00029551169852255597)
(5.746483136150872e-05,7.479107371420982e-06)
(-4.644850136396497e-05,8.887581335976155e-05)
(-0.00045948048248459374,-1.025524883884981e-05)
(3.9686672689365615e-05,8.508370828732233e-05)
(5.451582722962224e-05,-1.4226331127443227e-05)
(0.00016406243829696556,0.0002846349937073991)
(-0.002802799041099568,0.004968879557545457)
(0.001014450231597009,0.00019732565848666104)
(-0.0008008762867722414,0.0015646662656321698)
(-0.008127026830297524,-6.24948383384357e-08)
(0.000800991063548878,0.001565075907945323)
(0.001014573079161472,-0.00019733207046952015)
(0.0028028583884131346,0.004968873426514875)
(0.0001638423351156351,-0.0002847080514275119)
(-5.4474575566736084e-05,-1.401432281318685e-05)
(3.947508524984583e-05,-8.474382068100785e-05)
(0.0004597218699567619,-1.034301478358113e-05)
(-4.646530758291753e-05,-8.897949736588165e-05)
(-5.766247519423686e-05,7.528882420387498e-06)
(-0.00014624059189334988,-0.0002955355492546446)
(-3.578605570334983e-05,0.00020256142814787235)
(3.846843104106725e-05,-3.748398012559175e-07)
(-1.2512656114513082e-05,5.899216440113923e-05)
(-0.00028595941087756853,7.755977555143193e-05)
(4.144601617992625e-05,4.451953950455336e-05)
(3.0471289411052215e-05,-2.2308627296814774e-05)
(0.00014846256904536332,0.00015074259954050127)
(-2.489327248317256e-05,-9.399304933670638e-05)
(-1.455271060673064e-05,8.262609254670123e-06)
(-5.585597712788157e-06,-2.5902285866994187e-05)
(9.819616497156647e-05,-8.058962460240698e-05)
(-2.0265809980925925e-05,-8.672537306235917e-06)
(-9.256554664570093e-06,1.2246233071481488e-05)
(-9.15799105244241e-05,-2.8863011150804175e-05)
(-6.4104494215225525e-06,3.395219946955352e-05)
(-0.0001596556509081654,-1.614303299334508e-05)
(1.7946735232697645e-05,2.826758323568628e-05)
(4.80752948201992e-05,-2.881268652198579e-06)
(5.664727361090457e-05,0.00013172995097801842)
(3.603294271113866e-05,-2.9516886683276447e-05)
(9.787456293136553e-06,2.9512017091024523e-05)
(-0.00010069092197863257,0.00012335728135517572)
(3.8022317130731976e-05,-3.8250581623236154e-08)
(-2.137100226484896e-05,2.661407538177989e-05)
(-0.00017495560599320423,-5.804684056554694e-05)
(5.079039215881418e-06,3.8484676667012495e-05)
(5.4155566090789e-05,8.324491617007898e-06)
(2.430239340967003e-05,0.0001597557421125156)
(4.938716314421863e-05,-2.841409499496882e-05)
(5.440485098212775e-06,3.633913605151026e-05)
(-0.0001458479959543223,0.00011058501858123846)
(2.9232276106664137e-05,1.601058422735324e-05)
(4.122745647009124e-06,-8.241397885763113e-06)
(3.973712808424047e-05,1.478357381199011e-05)
(-5.1682046137289545e-06,-5.684756826510936e-06)
(-1.0893954087027941e-05,-2.325000682620423e-06)
(-4.3732158356615055e-06,-3.4963531896112364e-05)
(-1.0025151172022842e-05,3.4279442396406137e-07)
(-2.291826894903538e-06,-1.26905701363703e-05)
(3.415748308726764e-05,-3.007219172747849e-05)
(-7.198072479752091e-06,-4.222777369923315e-06)
(5.561095854362037e-05,2.1390901224028012e-05)
(1.2498462166685894e-05,0.00030285208855366683)
(4.559728846034445e-05,-4.218360620992248e-05)
(-1.8445605726728714e-05,-8.637159952623438e-05)
(0.00023992476006892338,-0.00013714146445755035)
(-7.518154195546293e-05,-5.507871436804732e-05)
(5.246027822009641e-05,-3.0086977263053717e-05)
(0.00025774064536695373,0.00015391387786886586)
(6.268974243175009e-06,-5.9218495817099245e-05)
(0.00028891178916127565,0.00043352554005926324)
(-0.0017463567770444396,0.003307424705791839)
(0.0007147211464145612,-7.028934146167849e-05)
(0.00039706420169186506,-0.0010090339574150848)
(0.0033088532152054178,3.119858727888017e-08)
(-0.00039709601696745527,-0.001009091475296738)
(0.00071407008506486,7.028956804574459e-05)
(0.0017465199978976287,0.003307291989569431)
(0.000288790517178575,-0.00043340778655968996)
(-6.279918967371007e-06,-5.913617913425506e-05)
(0.0002578156075824717,-0.00015388089618202373)
(-5.246456471946358e-05,-3.071562069519654e-05)
(-7.587206660585701e-05,5.5478592198069635e-05)
(-0.00023972495436785902,-0.00013730363484522147)
(-1.8154599390775128e-05,8.635144044122089e-05)
(-4.58187611623734e-05,-4.2524810779358305e-05)
(1.2445275524308452e-05,-0.00030270035197196447)
(-5.559475102319814e-05,2.15306240688231e-05)
(-7.187334903480157e-06,4.2738786805452e-06)
(-3.4525435791642273e-05,-3.0173033516314938e-05)
(-2.1226464423493616e-06,1.2338337583143473e-05)
(9.81588236306954e-06,5.987639547961822e-07)
(-4.560901428728169e-06,3.5027764529872084e-05)
(1.0888368825746665e-05,-1.9804243380290834e-06)
(-5.130465578026105e-06,5.560116819639764e-06)
(-3.9967958630074205e-05,1.4862955538601624e-05)
(4.228898832018003e-06,8.154967416023565e-06)
(-2.9264311957526556e-05,1.6082266286658583e-05)
(-0.00014603324587812206,-0.00011051084505713478)
(-5.235417837888638e-06,3.621988418681382e-05)
(4.963438012048488e-05,2.8453616580929363e-05)
(-2.3823523756455265e-05,0.00015918873446539393)
(5.38885643421633e-05,-8.190852956391145e-06)
(-4.979239117486053e-06,3.874548063082351e-05)
(-0.00017492449306396007,5.806633462550453e-05)
(2.148113300407483e-05,2.6619813984331477e-05)
(3.812476589214914e-05,1.9224334462669695e-07)
(0.00010059479019305771,0.00012338759016579612)
(1.0022814349914196e-05,-2.9635246872323528e-05)
(-3.546198882827166e-05,-2.9740438352722152e-05)
(5.699827737762536e-05,-0.0001319021007976924)
(-4.784175704478576e-05,-3.138531682639066e-06)
(1.751070551284091e-05,-2.8426172116035415e-05)
(0.0001596625534347203,-1.6112971094723647e-05)
(-6.3577031234246385e-06,-3.393407836264494e-05)
(-4.82221981164235e-06,4.132203986097844e-06)
(1.494543594777404e-07,-4.748180188213024e-06)
(-3.790039480799632e-07,5.546650677562809e-06)
(-1.3473699883225076e-07,-1.9526139332180396e-06)
(-9.738660821663426e-07,-1.7283005905911247e-07)
(-2.9883884478777897e-06,-1.4013475757527452e-07)
(8.221807325433381e-07,3.916974164016549e-07)
(8.948255003340004e-07,-8.923261795635045e-07)
(2.2675106225747086e-06,1.2733153195546341e-06)
(3.082131284603794e-07,-1.1913039586599347e-06)
(2.174930563898331e-06,-3.69620551061448e-06)
(4.368408313547911e-06,7.703082787885057e-06)
(-2.3698498400045334e-06,3.097288354473427e-06)
(-9.860469581056362e-06,-7.792915947235572e-06)
(5.0393932097709506e-06,3.5004176249721143e-06)
(-2.6631325087467643e-06,-1.6357074514779033e-06)
(4.925589668933878e-06,-4.120737427905573e-06)
(1.5187436945061251e-06,-7.927033540901431e-08)
(-2.1278091966444727e-06,2.865273233585074e-06)
(-3.594639278808661e-07,-3.341655170318166e-06)
(-6.079298030832446e-06,6.735775548041148e-06)
