(0.006764150703814125,-1.6751500959593706e-19)
(4.500643417695896e-06,8.592012630958383e-06)
(4.8920753965574624e-05,2.3408535865900288e-05)
(-1.920602407726468e-05,6.48609544718983e-06)
(5.836935792887374e-05,-5.688078031701123e-06)
(-8.763424321738778e-05,1.5492635780929506e-18)
(-5.836935792886819e-05,-5.688078031699522e-06)
(-1.9206024077269704e-05,-6.486095447188881e-06)
(-4.892075396557693e-05,2.340853586589654e-05)
(4.500643417693199e-06,-8.592012630956729e-06)
(-3.545913509916093e-06,7.31564670468633e-06)
(1.5236306001069326e-06,6.760866197612333e-06)
(3.583663949962529e-06,-1.369411044990427e-05)
(-4.611591204300025e-06,5.8944170546078114e-06)
(-4.985304157364439e-06,3.957844672577625e-06)
(1.1029428571915963e-06,-1.1774703241123543e-05)
(-1.7245606818303436e-06,-1.893397628629212e-05)
(7.180866844216583e-06,-2.9478294009695252e-06)
(-1.018485474649477e-05,1.2759952776545115e-05)
(-1.851665766955992e-05,1.3929889611305838e-05)
(1.714995995072079e-05,6.210666115335805e-05)
(-7.957006237212707e-05,4.5616080471481805e-05)
(-0.0007380248838526419,-3.435354974777475e-19)
(7.957006237212836e-05,4.561608047148087e-05)
(1.7149959950718733e-05,-6.210666115335676e-05)
(1.8516657669563862e-05,1.3929889611307165e-05)
(-1.0184854746493188e-05,-1.2759952776545132e-05)
(-7.180866844216707e-06,-2.9478294009694816e-06)
(-1.7245606818331566e-06,1.8933976286289658e-05)
(-1.1029428571904568e-06,-1.1774703241126129e-05)
(-4.985304157363704e-06,-3.957844672574984e-06)
(4.611591204300385e-06,5.894417054609506e-06)
(3.583663949962651e-06,1.3694110449900715e-05)
(-1.523630600104185e-06,6.76086619761497e-06)
(-3.545913509907053e-06,-7.315646704687291e-06)
(-8.587069603992568e-05,3.181526808274497e-05)
(1.434084667277998e-05,2.27665392681303e-05)
(-1.2239608506689348e-05,2.6884168807125893e-05)
(-9.419855319426906e-05,-5.546685193785654e-05)
(-1.2323690870214063e-05,4.308244867019376e-05)
(1.3501433916562397e-05,1.8622042782003494e-05)
(-2.9430777405315884e-05,0.00010047932343156958)
(-0.00014281836790556527,0.0001381562121849381)
(3.7813331244856406e-05,5.97338591721641e-06)
(-3.798424689321876e-05,4.069690385486677e-05)
(-0.00028675536393258153,-7.464248289358209e-05)
(9.754510036743788e-06,6.895450148917834e-05)
